longitude,latitude,distance_from_green_street_m,green_percentage,crime_score,split,grid_row,grid_col,block_id
-88.27125805801623,40.077497951876374,4391.8740055763665,11.75,0.0,train,854,124,342
-88.23743103519689,40.12160559470503,1254.726753493581,0.0,0.0,train,364,412,148
-88.18838520525385,40.07003873380268,5225.598168581164,0.0,0.0,train,936,831,376
-88.25654405775796,40.12999563493508,2509.0359614216013,0.0,0.0,train,271,249,104
-88.26015665542191,40.15296378980845,4984.239561570452,0.0,0.0,train,16,218,4
-88.17098602402017,40.09091025682567,4673.428187142419,17.0,0.0,train,704,979,299
-88.17001412291107,40.10504872683021,4256.891567587764,0.0,0.0,train,547,987,219
-88.23970486084619,40.08891473874507,2369.584777772356,0.5,0.84875435,train,727,393,287
-88.19260463103726,40.07040418849377,5016.771972786402,0.0,0.0,train,932,795,375
-88.24277150730893,40.07540773560476,3864.977232063195,21.0,0.0,train,877,367,347
-88.23662998343714,40.107375063963296,326.50764181934437,12.0,49.483456,train,522,419,208
-88.1967036349854,40.07239048301754,4665.904139671058,0.0,0.0,train,910,760,375
-88.22693326002815,40.08268937335232,3085.866374333499,3.75,0.0,train,796,502,310
-88.24003056495907,40.10800829097742,249.4817564130806,22.0,56.396862,train,515,390,207
-88.18597602031565,40.1000266283997,3084.106651188697,24.5,0.0,train,603,851,257
-88.2801701159696,40.075160745324055,5056.757399653578,0.0,0.0,train,880,48,340
-88.17545725582707,40.1350470234394,4625.293413791149,0.5,0.0,train,214,940,98
-88.18415030196212,40.07678808623413,4812.012646740997,0.0,0.0,train,861,867,357
-88.27277092615492,40.09019762519307,3418.229562075778,4.0,0.0,train,713,111,282
-88.1772274795475,40.07930072756837,5003.558563063795,0.0,0.0,train,833,926,338
-88.27472991270416,40.130366514124745,3555.5234235349694,1.25,0.0,train,267,94,101
-88.28118420527424,40.1289286048962,3911.0337063701513,31.5,0.0,train,283,39,100
-88.2407619038923,40.08765470846023,2507.356581342703,27.250000000000004,1.2565576,train,741,384,287
-88.18791629785784,40.07003814618083,5246.01626224279,0.0,0.0,train,936,835,376
